modelo,marca,valor,km,transmissao,combustivel,cor,ano,novidade,vendedor,href,info
PRISMA,CHEVROLET,60000.0,75000,manual,flex,Prata,2017,False,Osman Santos,https://carango.com.br/veiculo/chevrolet-prisma-2017-1-4-mpfi-ltz-8v-flex-4p-manual-flex-115505,CHEVROLET PRISMA 2017 1.4 MPFI LTZ 8V FLEX 4P MANUAL - Carango 115505
ONIX,CHEVROLET,57000.0,36000,manual,flex,Vermelho,2017,False,Kennyson Medeiros,https://carango.com.br/veiculo/chevrolet-onix-2017-1-0-flex-lt-manual-flex-115504,CHEVROLET ONIX 2017 1.0 FLEX LT MANUAL - Carango 115504
STRADA,FIAT,58990.0,78295,manual,flex,Branco,2017,False,TOPCAR Veículos,https://carango.com.br/veiculo/fiat-strada-2017-1-4-mpi-hard-working-ce-8v-flex-2p-manual-gasolina-e-alcool-115503,FIAT STRADA 2017 1.4 MPI HARD WORKING CE 8V FLEX 2P MANUAL - Carango 115503
PRISMA,CHEVROLET,46990.0,81404,manual,flex,Cinza,2015,False,TOPCAR Veículos,https://carango.com.br/veiculo/chevrolet-prisma-2015-1-0-mpfi-lt-8v-flex-4p-manual-gasolina-e-alcool-115502,CHEVROLET PRISMA 2015 1.0 MPFI LT 8V FLEX 4P MANUAL - Carango 115502
HB20S,HYUNDAI,65000.0,25048,manual,flex,Prata,2019,False,NETTO VEICULOS,https://carango.com.br/veiculo/hyundai-hb20s-2019-1-0-comfort-plus-12v-flex-4p-manual-flex-115501,HYUNDAI HB20S 2019 1.0 COMFORT PLUS 12V FLEX 4P MANUAL - Carango 115501
PRISMA,CHEVROLET,53900.0,42431,manual,flex,Branco,2019,False,NETTO VEICULOS,https://carango.com.br/veiculo/chevrolet-prisma-2019-1-0-joy-spe-4p-flex-plus-manual-flex-115500,CHEVROLET PRISMA 2019  1.0 JOY SPE 4P. FLEX PLUS MANUAL - Carango 115500
KWID,RENAULT,53900.0,12080,manual,flex,Branco,2022,False,CAMESA AUTOMÓVEIS,https://carango.com.br/veiculo/renault-kwid-2022-1-0-zen-flex-manual-flex-115499,RENAULT KWID 2022  1.0 ZEN FLEX MANUAL - Carango 115499
MOBI,FIAT,55900.0,28555,manual,flex,Prata,2022,False,CAMESA AUTOMÓVEIS,https://carango.com.br/veiculo/fiat-mobi-2022-1-0-evo-flex-like-manual-flex-115498,FIAT MOBI 2022 1.0 EVO FLEX LIKE. MANUAL - Carango 115498
HB20,HYUNDAI,52900.0,59000,manual,flex,Preto,2017,False,Automania Multimarcas - Aracaju,https://carango.com.br/veiculo/hyundai-hb20-2017-1-0-comfort-plus-12v-flex-4p-manual-flex-115497,HYUNDAI HB20 2017 1.0 COMFORT PLUS 12V FLEX 4P MANUAL - Carango 115497
FIESTA,FORD,41000.0,124509,manual,flex,Prata,2014,False,SERTANEJO VEÍCULOS,https://carango.com.br/veiculo/ford-fiesta-2014-1-6-se-hatch-16v-flex-4p-manual-flex-115496,FORD FIESTA 2014 1.6 SE HATCH 16V FLEX 4P MANUAL - Carango 115496
LOGAN,RENAULT,18000.0,,manual,flex,Prata,2010,False,JLA Corretora,https://carango.com.br/veiculo/renault-logan-2010-1-0-expression-16v-flex-4p-manual-flex-115495,RENAULT LOGAN 2010 1.0 EXPRESSION 16V FLEX 4P MANUAL - Carango 115495
DUSTER,RENAULT,49000.0,,manual,flex,Preto,2015,False,JLA Corretora,https://carango.com.br/veiculo/renault-duster-2015-1-6-4x2-16v-flex-4p-manual-flex-115494,RENAULT DUSTER 2015 1.6 4X2 16V FLEX 4P MANUAL - Carango 115494
PALIO,FIAT,39000.0,,manual,flex,Prata,2017,False,JLA Corretora,https://carango.com.br/veiculo/fiat-palio-2017-1-4-mpi-attractive-weekend-8v-flex-4p-manual-flex-115493,FIAT PALIO 2017 1.4 MPI ATTRACTIVE WEEKEND 8V FLEX 4P MANUAL - Carango 115493
KA,FORD,58990.0,43000,manual,flex,Branco,2021,False,Grupo R1 Autos ,https://carango.com.br/veiculo/ford-ka-2021-1-0-se-hatch-4p-manual-flex-115492,FORD KA 2021 1.0 SE HATCH 4P MANUAL  - Carango 115492
RENEGADE,JEEP,78990.0,53900,manual,flex,Verde,2018,False,Grupo R1 Autos ,https://carango.com.br/veiculo/jeep-renegade-2018-1-8-16v-flex-sport-4p-manual-flex-115491,JEEP RENEGADE 2018 1.8 16V FLEX SPORT 4P MANUAL - Carango 115491
CRONOS,FIAT,77990.0,28000,manual,flex,Branco,2022,True,Grupo R1 Autos ,javascript:void(0),FIAT CRONOS 2022 1.3 FIREFLY FLEX DRIVE MANUAL - Carango 115490
FIT,HONDA,39990.0,70000,automatico,flex,Cinza,2011,False,Auto Flex,https://carango.com.br/veiculo/honda-fit-2011-1-4-lx-16v-flex-4p-automatico-flex-115489,HONDA FIT 2011 1.4 LX 16V FLEX 4P AUTOMÁTICO  - Carango 115489
HB20,HYUNDAI,59800.0,70000,automatico,flex,Preto,2017,False,Aracaju Automóveis ,https://carango.com.br/veiculo/hyundai-hb20-2017-1-6-comfort-plus-16v-flex-4p-automatico-gasolina-e-alcool-115488,HYUNDAI HB20 2017 1.6 COMFORT PLUS 16V FLEX 4P AUTOMÁTICO - Carango 115488
ETIOS,TOYOTA,38800.0,99000,manual,flex,Branco,2013,False,Aracaju Automóveis ,https://carango.com.br/veiculo/toyota-etios-2013-1-3-xs-16v-flex-4p-manual-gasolina-e-alcool-115487,TOYOTA ETIOS 2013 1.3 XS 16V FLEX 4P MANUAL - Carango 115487
HB20,HYUNDAI,42800.0,110000,manual,flex,Branco,2014,False,Aracaju Automóveis ,https://carango.com.br/veiculo/hyundai-hb20-2014-1-0-comfort-plus-12v-flex-4p-manual-gasolina-e-alcool-115486,HYUNDAI HB20 2014 1.0 COMFORT PLUS 12V FLEX 4P MANUAL - Carango 115486
HB20,HYUNDAI,55800.0,99000,automatico,flex,Branco,2015,False,Aracaju Automóveis ,https://carango.com.br/veiculo/hyundai-hb20-2015-1-6-premium-16v-flex-4p-automatico-gasolina-e-alcool-115485,HYUNDAI HB20 2015 1.6 PREMIUM 16V FLEX 4P AUTOMÁTICO - Carango 115485
PRISMA,CHEVROLET,53500.0,39205,manual,flex,Branco,2019,False,PRIMECAR AUTOMÓVEIS,https://carango.com.br/veiculo/chevrolet-prisma-2019-1-0-mpfi-joy-8v-flex-4p-manual-flex-115484,CHEVROLET PRISMA 2019 1.0 MPFI JOY 8V FLEX 4P MANUAL - Carango 115484
IX35,HYUNDAI,68800.0,100000,automatico,gasolina,Preto,2012,False,Aracaju Automóveis ,https://carango.com.br/veiculo/hyundai-ix35-2012-2-0-mpfi-gls-4x2-16v-gasolina-4p-automatico-gasolina-115483,HYUNDAI IX35 2012 2.0 MPFI GLS 4X2 16V GASOLINA 4P AUTOMÁTICO - Carango 115483
A3,AUDI,86800.0,74000,automatico,gasolina,Branco,2016,False,Aracaju Automóveis ,https://carango.com.br/veiculo/audi-a3-2016-1-4-tfsi-sedan-ambiente-16v-gasolina-4p-s-tronic-gasolina-115482,AUDI A3 2016 1.4 TFSI SEDAN AMBIENTE 16V GASOLINA 4P S-TRONIC - Carango 115482
VIRTUS,VOLKSWAGEN,118990.0,17000,automatico,flex,Branco,2021,False,XCAR PLUS VEÍCULOS,https://carango.com.br/veiculo/volkswagen-virtus-2021-1-4-250-tsi-gts-automatico-flex-115481,VOLKSWAGEN VIRTUS 2021 1.4 250 TSI GTS AUTOMÁTICO - Carango 115481
COMPASS,JEEP,119800.0,70000,automatico,diesel,Prata,2020,False,Aracaju Automóveis ,https://carango.com.br/veiculo/jeep-compass-2020-2-0-16v-diesel-longitude-4x4-automatico-diesel-115480,JEEP COMPASS 2020 2.0 16V DIESEL LONGITUDE 4X4 AUTOMÁTICO - Carango 115480
OUTLANDER,MITSUBISHI,70800.0,120000,automatico,gasolina,Cinza,2015,False,Aracaju Automóveis ,https://carango.com.br/veiculo/mitsubishi-outlander-2015-2-0-16v-gasolina-4p-automatico-gasolina-115479,MITSUBISHI OUTLANDER 2015 2.0 16V GASOLINA 4P AUTOMÁTICO - Carango 115479
RENEGADE,JEEP,70800.0,75000,automatico,flex,Vermelho,2016,False,Aracaju Automóveis ,https://carango.com.br/veiculo/jeep-renegade-2016-1-8-16v-flex-sport-4p-automatico-gasolina-e-alcool-115476,JEEP RENEGADE 2016 1.8 16V FLEX SPORT 4P AUTOMÁTICO - Carango 115476
KA,FORD,49990.0,48876,manual,flex,Prata,2019,False,XCAR PLUS VEÍCULOS,https://carango.com.br/veiculo/ford-ka-2019-1-0-ti-vct-flex-se-manual-flex-115473,FORD KA 2019 1.0 TI-VCT FLEX SE MANUAL - Carango 115473
HILUX,TOYOTA,89800.0,240000,manual,diesel,Branco,2006,False,Aracaju Automóveis ,https://carango.com.br/veiculo/toyota-hilux-2006-3-0-srv-4x2-cd-16v-turbo-intercooler-diesel-4p-manual-diesel-115471,TOYOTA HILUX 2006 3.0 SRV 4X2 CD 16V TURBO INTERCOOLER DIESEL 4P MANUAL - Carango 115471
POLO,VOLKSWAGEN,75990.0,26000,manual,flex,Branco,2021,False,XCAR PLUS VEÍCULOS,https://carango.com.br/veiculo/volkswagen-polo-2021-1-6-msi-total-flex-manual-gasolina-e-alcool-115469,VOLKSWAGEN POLO 2021 1.6 MSI TOTAL FLEX MANUAL - Carango 115469
ARGO,FIAT,61990.0,33000,manual,flex,Preto,2021,False,XCAR PLUS VEÍCULOS,https://carango.com.br/veiculo/fiat-argo-2021-1-0-firefly-flex-manual-flex-115468,FIAT ARGO 2021 1.0 FIREFLY FLEX MANUAL - Carango 115468
I30,HYUNDAI,59900.0,82800,automatico,gasolina,Prata,2014,False,ROGÉRIO AUTOMÓVEIS,https://carango.com.br/veiculo/hyundai-i30-2014-1-8-mpi-16v-gasolina-4p-automatico-gasolina-115467,HYUNDAI I30 2014 1.8 MPI 16V GASOLINA 4P AUTOMÁTICO - Carango 115467
XC90,VOLVO,469990.0,14708,automatico,flex,Cinza,2021,False,Gama Seminovos ,https://carango.com.br/veiculo/volvo-xc90-2021-2-0-t8-hybrid-inscription-awd-geartronic-flex-115466,VOLVO XC90 2021 2.0 T8 HYBRID INSCRIPTION AWD GEARTRONIC  - Carango 115466
ARGO,FIAT,A Combinar,36300,,flex,branco,2021,False,Grupo R1 Autos ,https://carango.com.br/veiculo/fiat-argo-2021-argo-drive-1-0-6v-flex-flex-115465,FIAT ARGO 2021 ARGO DRIVE 1.0 6V Flex - Carango 115465
LOGAN,RENAULT,A Combinar,44400,manual,flex,branco,2020,False,Grupo R1 Autos ,https://carango.com.br/veiculo/renault-logan-2020-logan-zen-flex-1-0-12v-4p-mec--flex-115464,RENAULT LOGAN 2020 LOGAN Zen Flex 1.0 12V 4p Mec. - Carango 115464
VIRTUS,VOLKSWAGEN,A Combinar,65697,automatico,flex,prata,2019,False,Grupo R1 Autos ,https://carango.com.br/veiculo/volkswagen-virtus-2019-virtus-comfort--200-tsi-1-0-flex-12v-aut-flex-115463,VOLKSWAGEN VIRTUS 2019 VIRTUS Comfort. 200 TSI 1.0 Flex 12V Aut - Carango 115463
C4,CITROËN,A Combinar,33135,automatico,flex,vermelho,2021,False,Grupo R1 Autos ,https://carango.com.br/veiculo/citroen-c4-2021-c4-cactus-live-1-6-16v-flex-aut--flex-115462,CITROËN C4 2021 C4 CACTUS LIVE 1.6 16V Flex Aut. - Carango 115462
SANDERO,RENAULT,A Combinar,62000,manual,flex,branco,2020,False,Grupo R1 Autos ,https://carango.com.br/veiculo/renault-sandero-2020-sandero-zen-flex-1-0-12v-5p-mec--flex-115461,RENAULT SANDERO 2020 SANDERO Zen Flex 1.0 12V 5p Mec. - Carango 115461
ECOSPORT,FORD,A Combinar,51387,automatico,flex,branco,2020,False,Grupo R1 Autos ,https://carango.com.br/veiculo/ford-ecosport-2020-ecosport-storm-2-0-4wd-16v-flex-5p-aut--flex-115460,FORD ECOSPORT 2020 EcoSport STORM 2.0 4WD 16V Flex 5p Aut. - Carango 115460
FOX,VOLKSWAGEN,A Combinar,29797,,flex,cinza,2019,False,Grupo R1 Autos ,https://carango.com.br/veiculo/volkswagen-fox-2019-fox-connect-1-6-flex-8v-5p-flex-115459,VOLKSWAGEN FOX 2019 Fox Connect 1.6 Flex 8V 5p - Carango 115459
HB20,HYUNDAI,A Combinar,18158,manual,flex,branco,2021,False,Grupo R1 Autos ,https://carango.com.br/veiculo/hyundai-hb20-2021-hb20-vision-1-0-flex-12v-mec--flex-115458,HYUNDAI HB20 2021 HB20 Vision 1.0 Flex 12V Mec. - Carango 115458
KA,FORD,A Combinar,,manual,flex,Cinza,2021,False,Taiyo Auto Import,https://carango.com.br/veiculo/ford-ka-2021-1-0-se-hatch-4p-manual-flex-115456,FORD KA 2021 1.0 SE HATCH 4P MANUAL  - Carango 115456
WR-V,HONDA,A Combinar,,automatico,flex,Prata,2018,False,Taiyo Auto Import,https://carango.com.br/veiculo/honda-wr-v-2018-1-5-16v-flexone-ex-cvt-flex-115455,HONDA WR-V 2018 1.5 16V FLEXONE EX CVT  - Carango 115455
ECOSPORT,FORD,A Combinar,,automatico,flex,Cinza,2021,False,Taiyo Auto Import,https://carango.com.br/veiculo/ford-ecosport-2021-1-5-ti-vct-flex-freestyle-autom-tico-flex-115454,FORD ECOSPORT 2021 1.5 TI-VCT FLEX FREESTYLE AUTOM  TICO - Carango 115454
FIT,HONDA,A Combinar,,automatico,flex,Preto,2017,False,Taiyo Auto Import,https://carango.com.br/veiculo/honda-fit-2017-1-5-exl-4p-automatico-flex-115453,HONDA FIT 2017  1.5 EXL 4P AUTOMÁTICO - Carango 115453
HB20,HYUNDAI,A Combinar,,automatico,flex,Prata,2022,False,Boa Terra Veículos Maceió,https://carango.com.br/veiculo/hyundai-hb20-2022-1-0-tgdi-flex-evolution-autom-tico-flex-115452,HYUNDAI HB20 2022 1.0 TGDI FLEX EVOLUTION AUTOM  TICO - Carango 115452
HB20S,HYUNDAI,A Combinar,,manual,flex,Prata,2019,False,Boa Terra Veículos Maceió,https://carango.com.br/veiculo/hyundai-hb20s-2019-1-0-12v-flex-evolution-manual-flex-115451,HYUNDAI HB20S 2019 1.0 12V FLEX EVOLUTION MANUAL - Carango 115451
DOBLÔ,FIAT,A Combinar,,manual,flex,Prata,2020,False,Boa Terra Veículos Maceió,https://carango.com.br/veiculo/fiat-doblo-2020-1-3-mpi-cargo-16v-gasolina-4p-manual-flex-115450,FIAT DOBLÔ 2020 1.3 MPI CARGO 16V GASOLINA 4P MANUAL - Carango 115450
KA,FORD,A Combinar,,manual,flex,Branco,2019,False,GM Veículos,https://carango.com.br/veiculo/ford-ka-2019-1-0-se-12v-flex-4p-manual-flex-115449,FORD KA 2019 1.0 SE 12V FLEX 4P MANUAL - Carango 115449
Oroch,RENAULT,A Combinar,,manual,flex,Branco,2021,False,GM Veículos,https://carango.com.br/veiculo/renault-oroch-2021-1-6-16v-sce-flex-express-manual-flex-115448,RENAULT Oroch 2021 1.6 16V SCE FLEX EXPRESS MANUAL - Carango 115448
FIESTA,FORD,A Combinar,,manual,flex,Prata,2015,False,GM Veículos,https://carango.com.br/veiculo/ford-fiesta-2015-1-5-s-hatch-16v-flex-4p-manual-flex-115447,FORD FIESTA 2015 1.5 S HATCH 16V FLEX 4P MANUAL - Carango 115447
HB20,HYUNDAI,A Combinar,99999,manual,flex,Prata,2016,False,Junior Veículos,https://carango.com.br/veiculo/hyundai-hb20-2016-1-0-comfort-plus-12v-flex-4p-manual-flex-115446,HYUNDAI HB20 2016 1.0 COMFORT PLUS 12V FLEX 4P MANUAL - Carango 115446
MOBI,FIAT,A Combinar,30000,manual,flex,Prata,2022,False,Junior Veículos,https://carango.com.br/veiculo/fiat-mobi-2022-1-0-evo-flex-like-manual-flex-115445,FIAT MOBI 2022 1.0 EVO FLEX LIKE. MANUAL - Carango 115445
HB20,HYUNDAI,45000.0,,manual,flex,2015,2015,False,Capela Revcar,https://carango.com.br/veiculo/hyundai-hb20-2015-1-0-comfort-12v-flex-4p-manual-115443,HYUNDAI HB20 2015 1.0 COMFORT 12V FLEX 4P MANUAL - Carango 115443
ETIOS,TOYOTA,49990.0,,automatico,flex,Branco,2017,False,Capela Revcar,https://carango.com.br/veiculo/toyota-etios-2017-1-3-x-16v-flex-4p-automatico-flex-115442,TOYOTA ETIOS 2017 1.3 X 16V FLEX 4P AUTOMATICO - Carango 115442
KA,FORD,46990.0,,manual,flex,Preto,2018,False,Capela Revcar,https://carango.com.br/veiculo/ford-ka-2018-1-0-12v-flex-4p-manual-flex-115441,FORD KA 2018 1.0 12V FLEX 4P MANUAL - Carango 115441
COMPASS,JEEP,105000.0,,automatico,flex,Branco,2018,False,JLA Corretora,https://carango.com.br/veiculo/jeep-compass-2018-2-0-16v-flex-sport-4x2-4p-automatico-flex-115439,JEEP COMPASS 2018 2.0 16V FLEX SPORT 4X2 4P AUTOMÁTICO - Carango 115439
CLASSIC,CHEVROLET,A Combinar,141337,,flex,prata,2011,False,ALIANÇA MULTIMARCAS -MACEIÓ,https://carango.com.br/veiculo/chevrolet-classic-2011-classic-life-ls-1-0-vhc-flexp--4p-flex-115438,CHEVROLET CLASSIC 2011 Classic Life/LS 1.0 VHC FlexP. 4p - Carango 115438
FOX,VOLKSWAGEN,36990.0,146381,manual,flex,Vermelho,2011,False,XCAR PLUS VEÍCULOS,https://carango.com.br/veiculo/volkswagen-fox-2011-1-0-mi-trend-8v-flex-4p-manual-flex-115437,VOLKSWAGEN FOX 2011 1.0 MI TREND 8V FLEX 4P MANUAL - Carango 115437
CHERY,CAOA,168000.0,27113,automatico,flex,Cinza,2023,False,Supreme Car,https://carango.com.br/veiculo/caoa-chery-tiggo-7-pro-2023-1-6-tgdi-gasolina-dct-flex-115434,CAOA CHERY TIGGO 7 PRO 2023 1.6 TGDI GASOLINA DCT - Carango 115434
CRETA,HYUNDAI,85990.0,33398,automatico,flex,Branco,2020,False,Autoforte Veículos Ltda,https://carango.com.br/veiculo/hyundai-creta-2020-1-6-16v-flex-attitude-automatico-gasolina-e-alcool-115433,HYUNDAI CRETA 2020 1.6 16V FLEX ATTITUDE AUTOMÁTICO - Carango 115433
COMPASS,JEEP,A Combinar,46000,automatico,flex,vermelho,2018,False,Scuderia Veículos e Pick-ups,https://carango.com.br/veiculo/jeep-compass-2018-compass-longitude-2-0-4x2-flex-16v-aut--flex-115430,JEEP COMPASS 2018 COMPASS LONGITUDE 2.0 4x2 Flex 16V Aut. - Carango 115430
COMPASS,JEEP,167000.0,,automatico,flex,Prata,2021,False,NETTO VEICULOS,https://carango.com.br/veiculo/jeep-compass-2021-1-3-t270-turbo-flex-longitude-at6-diesel-115429,JEEP COMPASS 2021 1.3 T270 TURBO FLEX LONGITUDE AT6 - Carango 115429
SAVEIRO,VOLKSWAGEN,47900.0,145681,manual,flex,Branco,2016,False,CAMESA AUTOMÓVEIS,https://carango.com.br/veiculo/volkswagen-saveiro-2016-1-6-mi-trend-cs-8v-total-flex-2p-manual-g-vi-flex-115428,VOLKSWAGEN SAVEIRO 2016 1.6 MI TREND CS 8V TOTAL FLEX 2P MANUAL G.VI - Carango 115428
TORO,FIAT,A Combinar,75774,automatico,flex,Branco,2020,False,Concorde Veículos - Aracaju,https://carango.com.br/veiculo/fiat-toro-2020-1-8-16v-evo-flex-freedom-at6-flex-115427,FIAT TORO 2020 1.8 16V EVO FLEX FREEDOM AT6 - Carango 115427
DUSTER,RENAULT,49000.0,124989,automatico,flex,Verde,2014,False,PRIMECAR AUTOMÓVEIS,https://carango.com.br/veiculo/renault-duster-2014-2-0-tech-road-4x2-16v-flex-4p-automatico-flex-115426,RENAULT DUSTER 2014 2.0 TECH ROAD 4X2 16V FLEX 4P AUTOMATICO - Carango 115426
STRADA,FIAT,62990.0,67696,manual,flex,Branco,2020,False,XCAR PLUS VEÍCULOS,https://carango.com.br/veiculo/fiat-strada-2020-1-4-mpi-working-cs-8v-flex-2p-manual-flex-115425,FIAT STRADA 2020 1.4 MPI WORKING CS 8V FLEX 2P MANUAL - Carango 115425
C-180,Mercedes,117000.0,90000,automatico,flex,Branco,2016,False,Eduardo de souza soares,https://carango.com.br/veiculo/mercedes-c-180-2016-c-180-1-6-turbo-16v-flex-16v-aut-flex-115424,Mercedes C-180 2016 C-180 1.6 Turbo 16V/Flex 16V Aut. - Carango 115424
FOCUS,FORD,60000.0,90000,automatico,gasolina,Verde,2016,False,PEDRO IVO VEICULOS,https://carango.com.br/veiculo/ford-focus-2016-2-0-se-sedan-automatico-gasolina-115423,FORD FOCUS 2016  2.0 SE SEDAN AUTOMÁTICO  - Carango 115423
SIENA,FIAT,38500.0,106000,manual,flex,Prata,2014,False,PEDRO IVO VEICULOS,https://carango.com.br/veiculo/fiat-siena-2014-1-4-mpi-attractive-8v-flex-4p-manual-flex-115422,FIAT SIENA 2014 1.4 MPI ATTRACTIVE 8V FLEX 4P MANUAL - Carango 115422
SENTRA,NISSAN,52000.0,78000,automatico,flex,Preto,2014,False,PEDRO IVO VEICULOS,https://carango.com.br/veiculo/nissan-sentra-2014-2-0-sv-16v-flex-4p-automatico-gasolina-115421,NISSAN SENTRA 2014 2.0 SV 16V FLEX 4P AUTOMATICO - Carango 115421
FIESTA,FORD,40000.0,,manual,flex,Branco,2014,False,PEDRO IVO VEICULOS,https://carango.com.br/veiculo/ford-fiesta-2014-1-0-mpi-class-8v-flex-4p-manual-flex-115420,FORD FIESTA 2014 1.0 MPI CLASS 8V FLEX 4P MANUAL - Carango 115420
SANDERO,RENAULT,41000.0,113000,automatico,flex,Prata,2016,False,PEDRO IVO VEICULOS,https://carango.com.br/veiculo/renault-sandero-2016-1-6-expression-8v-flex-4p-automatizado-gasolina-115419,RENAULT SANDERO 2016 1.6 EXPRESSION 8V FLEX 4P AUTOMATIZADO - Carango 115419
SANDERO,RENAULT,21990.0,,,flex,Azul,2010,False,PEDRO IVO VEICULOS,https://carango.com.br/veiculo/renault-sandero-2010-1-0-16v-4p-flex-gasolina-115418,RENAULT SANDERO 2010 1.0 16V 4P FLEX - Carango 115418
FREEMONT,FIAT,A Combinar,108000,automatico,gasolina,Branco,2015,False,XANDE VEICULOS,https://carango.com.br/veiculo/fiat-freemont-2015-2-4-precision-16v-gasolina-4p-automatico-gasolina-115416,FIAT FREEMONT 2015 2.4 PRECISION 16V GASOLINA 4P AUTOMATICO - Carango 115416
ONIX,CHEVROLET,82500.0,23400,automatico,flex,Vermelho,2020,False,JANE MEIRE BARBOSA,https://carango.com.br/veiculo/chevrolet-onix-2020-1-0-turbo-flex-premier-autom-tico-flex-115415,CHEVROLET ONIX 2020 1.0 TURBO FLEX PREMIER AUTOM  TICO - Carango 115415
CRONOS,FIAT,A Combinar,,automatico,flex,Branco,2019,False,ALLAN Corretora,https://carango.com.br/veiculo/fiat-cronos-2019-1-8-e-torq-flex-precision-automatico-flex-115412,FIAT CRONOS 2019 1.8 E.TORQ FLEX PRECISION AUTOMÁTICO - Carango 115412
FIT,HONDA,A Combinar,,automatico,flex,Branco,2015,False,ALLAN Corretora,https://carango.com.br/veiculo/honda-fit-2015-1-5-exl-4p-automatico-flex-115411,HONDA FIT 2015  1.5 EXL 4P AUTOMÁTICO - Carango 115411
XRE,HONDA,A Combinar,33109,,flex,vermelho,2021,False,ALIANÇA MULTIMARCAS -MACEIÓ,https://carango.com.br/veiculo/honda-xre-2021-xre-190-flex-flex-115410,HONDA XRE 2021 XRE 190/ Flex - Carango 115410
HILUX,TOYOTA,263000.0,63000,automatico,diesel,Marrom,2019,False,Auto Flex,https://carango.com.br/veiculo/toyota-hilux-sw4-2019-2-8-srx-4x4-16v-turbo-intercooler-diesel-4p-autom-tico-diesel-115409,TOYOTA HILUX SW4 2019 2.8 SRX 4X4 16V TURBO INTERCOOLER DIESEL 4P AUTOM  TICO - Carango 115409
ONIX,CHEVROLET,A Combinar,116999,manual,flex,branco,2017,False,ALIANÇA MULTIMARCAS -MACEIÓ,https://carango.com.br/veiculo/chevrolet-onix-2017-onix-hatch-joy-1-0-8v-flex-5p-mec--flex-115408,CHEVROLET ONIX 2017 ONIX HATCH Joy 1.0 8V Flex 5p Mec. - Carango 115408
SAVEIRO,VOLKSWAGEN,82000.0,93104,manual,flex,Prata,2021,False,Isaias Automóveis - Aracaju,https://carango.com.br/veiculo/volkswagen-saveiro-2021-1-6-msi-robust-cd-8v-flex-2p-manual-gasolina-e-alcool-115407,VOLKSWAGEN SAVEIRO 2021 1.6 MSI ROBUST CD 8V FLEX 2P MANUAL - Carango 115407
ECOSPORT,FORD,62800.0,85729,,flex,Branco,2017,False,Isaias Automóveis - Aracaju,https://carango.com.br/veiculo/ford-ecosport-2017-1-6-se-direct-16v-flex-4p-powershift-gasolina-e-alcool-115406,FORD ECOSPORT 2017 1.6 SE DIRECT 16V FLEX 4P POWERSHIFT - Carango 115406
CIVIC,HONDA,65800.0,121852,automatico,flex,Branco,2012,False,Isaias Automóveis - Aracaju,https://carango.com.br/veiculo/honda-civic-2012-1-8-lxs-16v-flex-4p-automatico-gasolina-e-alcool-115405,HONDA CIVIC 2012 1.8 LXS 16V FLEX 4P AUTOMÁTICO - Carango 115405
CIVIC,HONDA,128000.0,86674,automatico,gasolina,Cinza,2019,False,Isaias Automóveis - Aracaju,https://carango.com.br/veiculo/honda-civic-2019-1-5-16v-turbo-gasolina-touring-4p-cvt-gasolina-e-alcool-115404,HONDA CIVIC 2019 1.5 16V TURBO GASOLINA TOURING 4P CVT - Carango 115404
HILUX,TOYOTA,229800.0,90000,automatico,diesel,Branco,2017,False,Aracaju Automóveis ,https://carango.com.br/veiculo/toyota-hilux-sw4-2017-2-8-srx-4x4-7-lugares-16v-turbo-intercooler-diesel-4p-automatico-diesel-115403,TOYOTA HILUX SW4 2017 2.8 SRX 4X4 7 LUGARES 16V TURBO INTERCOOLER DIESEL 4P AUTOMÁTICO - Carango 115403
ROVER,LAND,339800.0,14000,automatico,diesel,Cinza,2021,False,Aracaju Automóveis ,https://carango.com.br/veiculo/land-rover-discovery-sport-2021-2-0-d200-turbo-diesel-se-automatico-diesel-115402,LAND ROVER DISCOVERY SPORT 2021 2.0 D200 TURBO DIESEL SE AUTOMÁTICO - Carango 115402
RANGER,FORD,179800.0,54000,automatico,diesel,Preto,2022,False,Aracaju Automóveis ,https://carango.com.br/veiculo/ford-ranger-2022-2-2-black-4x2-cd-16v-diesel-4p-automatico-diesel-115401,FORD RANGER 2022 2.2 BLACK 4X2 CD 16V DIESEL 4P AUTOMÁTICO - Carango 115401
RANGER,FORD,179800.0,54000,automatico,diesel,Preto,2022,False,Aracaju Automóveis ,https://carango.com.br/veiculo/ford-ranger-2022-2-2-black-4x2-cd-16v-diesel-4p-automatico-diesel-115400,FORD RANGER 2022 2.2 BLACK 4X2 CD 16V DIESEL 4P AUTOMÁTICO - Carango 115400
COROLLA,TOYOTA,142999.99,4700,automatico,flex,Branco,2023,False,Wellington Inácio Ribeiro ,https://carango.com.br/veiculo/toyota-corolla-2023-2-0-xei-16v-flex-4p-automatico-flex-115399,TOYOTA COROLLA 2023 2.0 XEI 16V FLEX 4P AUTOMÁTICO - Carango 115399
GRAND,FIAT,36000.0,,manual,flex,Prata,2013,False,JLA Corretora,https://carango.com.br/veiculo/fiat-grand-siena-2013-1-6-mpi-essence-16v-flex-4p-manual-flex-115397,FIAT GRAND SIENA 2013 1.6 MPI ESSENCE 16V FLEX 4P MANUAL - Carango 115397
C3,CITROËN,A Combinar,,manual,flex,Vermelho,2013,False,JC VEÍCULOS ,https://carango.com.br/veiculo/citroen-c3-2013-1-4-i-glx-8v-flex-4p-manual-flex-115396,CITROËN C3 2013 1.4 I GLX 8V FLEX 4P MANUAL - Carango 115396
